name,rating,reviews,latitude,longitude,url,category,location
"BARTELE GALLERY - Jakarta, Indonesia",4.6,31.0,-6.1952147,106.8220298,"https://www.google.com/maps/place/BARTELE+GALLERY+-+Jakarta,+Indonesia/data=!4m7!3m6!1s0x2e69f421f62e0ae7:0xf6e75d56c3aa87dd!8m2!3d-6.1952147!4d106.8220298!16s%2Fg%2F11g8vvwd0l!19sChIJ5wou9iH0aS4R3Yeqw1Zd5_Y",Sejarah & Budaya,Jakarta Pusat
Museum Keprajuritan Indonesia,4.3,1176.0,-6.3056638,106.8967708,https://www.google.com/maps/place/Museum+Keprajuritan+Indonesia/data=!4m7!3m6!1s0x2e69f4724ba0f387:0x4eeb2f29ea329304!8m2!3d-6.3056638!4d106.8967708!16s%2Fg%2F120sd660!19sChIJh_OgS3L0aS4RBJMy6ikv604,Sejarah & Budaya,Jakarta Timur
Cattleya City Park,4.5,6640.0,-6.1819063,106.7944073,https://www.google.com/maps/place/Cattleya+City+Park/data=!4m7!3m6!1s0x2e69f68b3ee6be5d:0x9557708125db83f6!8m2!3d-6.1819063!4d106.7944073!16s%2Fg%2F11b7kkt0f2!19sChIJXb7mPov2aS4R9oPbJYFwV5U,Sejarah & Budaya,Jakarta Barat
"BARTELE GALLERY - Jakarta, Indonesia",4.6,31.0,-6.1952147,106.8220298,"https://www.google.com/maps/place/BARTELE+GALLERY+-+Jakarta,+Indonesia/data=!4m7!3m6!1s0x2e69f421f62e0ae7:0xf6e75d56c3aa87dd!8m2!3d-6.1952147!4d106.8220298!16s%2Fg%2F11g8vvwd0l!19sChIJ5wou9iH0aS4R3Yeqw1Zd5_Y",Sejarah & Budaya,Jakarta Selatan
National Gallery of Indonesia,4.7,10696.0,-6.1782951,106.8325683,https://www.google.com/maps/place/National+Gallery+of+Indonesia/data=!4m7!3m6!1s0x2e69f432fb0c95a5:0x5a9cae96473931a8!8m2!3d-6.1782951!4d106.8325683!16s%2Fm%2F0qfpbqv!19sChIJpZUM-zL0aS4RqDE5R5aunFo,Sejarah & Budaya,Jakarta Pusat
Jahit,4.2,471.0,-6.1172803,106.8088648,https://www.google.com/maps/place/Jahit/data=!4m7!3m6!1s0x2e6a1de7adc60bd3:0x883196c9164a9a82!8m2!3d-6.1172803!4d106.8088648!16s%2Fg%2F11fx81r5x3!19sChIJ0wvGrecdai4RgppKFsmWMYg,Sejarah & Budaya,Jakarta Barat
Museum Tionghoa,4.6,54.0,-6.3043736,106.9025975,https://www.google.com/maps/place/Museum+Tionghoa/data=!4m7!3m6!1s0x2e69ed4ed7fb6d39:0x9f134736ad27217f!8m2!3d-6.3043736!4d106.9025975!16s%2Fg%2F11c2pkpsdd!19sChIJOW37107taS4RfyEnrTZHE58,Sejarah & Budaya,Jakarta Timur
"Museum Hakka Indonesia, Taman Mini Indonesia Indah",4.7,239.0,-6.3051779,106.9039675,"https://www.google.com/maps/place/Museum+Hakka+Indonesia,+Taman+Mini+Indonesia+Indah/data=!4m7!3m6!1s0x2e69ed51c9aa8f09:0xf83d9d1112de8709!8m2!3d-6.3051779!4d106.9039675!16s%2Fg%2F11c1x1vy4t!19sChIJCY-qyVHtaS4RCYfeEhGdPfg",Sejarah & Budaya,Jakarta Timur
National Gallery of Indonesia,4.7,10696.0,-6.1782951,106.8325683,https://www.google.com/maps/place/National+Gallery+of+Indonesia/data=!4m7!3m6!1s0x2e69f432fb0c95a5:0x5a9cae96473931a8!8m2!3d-6.1782951!4d106.8325683!16s%2Fm%2F0qfpbqv!19sChIJpZUM-zL0aS4RqDE5R5aunFo,Sejarah & Budaya,Jakarta Selatan
"BARTELE GALLERY - Jakarta, Indonesia",4.6,31.0,-6.1952147,106.8220298,"https://www.google.com/maps/place/BARTELE+GALLERY+-+Jakarta,+Indonesia/data=!4m7!3m6!1s0x2e69f421f62e0ae7:0xf6e75d56c3aa87dd!8m2!3d-6.1952147!4d106.8220298!16s%2Fg%2F11g8vvwd0l!19sChIJ5wou9iH0aS4R3Yeqw1Zd5_Y",Sejarah & Budaya,Jakarta Barat
Prince Diponegoro Monument,4.6,81.0,-6.2002027,106.8323422,https://www.google.com/maps/place/Prince+Diponegoro+Monument/data=!4m7!3m6!1s0x2e69f4171e23e607:0x590ca17101894225!8m2!3d-6.2002027!4d106.8323422!16s%2Fg%2F11d_bhdjfr!19sChIJB-YjHhf0aS4RJUKJAXGhDFk,Sejarah & Budaya,Jakarta Pusat
Parks Agro Tourism Cilangkap,4.3,1360.0,-6.3399618,106.901405,https://www.google.com/maps/place/Parks+Agro+Tourism+Cilangkap/data=!4m7!3m6!1s0x2e69ecd777995d99:0xb192c7fabc8d9932!8m2!3d-6.3399618!4d106.901405!16s%2Fg%2F11d_z8my2_!19sChIJmV2Zd9fsaS4RMpmNvPrHkrE,Sejarah & Budaya,Jakarta Timur
Prince Diponegoro Monument,4.6,81.0,-6.2002027,106.8323422,https://www.google.com/maps/place/Prince+Diponegoro+Monument/data=!4m7!3m6!1s0x2e69f4171e23e607:0x590ca17101894225!8m2!3d-6.2002027!4d106.8323422!16s%2Fg%2F11d_bhdjfr!19sChIJB-YjHhf0aS4RJUKJAXGhDFk,Sejarah & Budaya,Jakarta Selatan
Prince Diponegoro Monument,4.6,81.0,-6.2002027,106.8323422,https://www.google.com/maps/place/Prince+Diponegoro+Monument/data=!4m7!3m6!1s0x2e69f4171e23e607:0x590ca17101894225!8m2!3d-6.2002027!4d106.8323422!16s%2Fg%2F11d_bhdjfr!19sChIJB-YjHhf0aS4RJUKJAXGhDFk,Sejarah & Budaya,Jakarta Barat
Jembatan Kota Intan,4.4,1917.0,-6.1312362,106.8105526,https://www.google.com/maps/place/Jembatan+Kota+Intan/data=!4m7!3m6!1s0x2e6a1df9609fa091:0xebe202d2c666bf21!8m2!3d-6.1312362!4d106.8105526!16s%2Fg%2F11cmh5vrbw!19sChIJkaCfYPkdai4RIb9mxtIC4us,Sejarah & Budaya,Jakarta Pusat
Museum Asmat TMII,4.4,37.0,-6.3056271,106.8936866,https://www.google.com/maps/place/Museum+Asmat+TMII/data=!4m7!3m6!1s0x2e69ed5c9839d749:0x90baae1fdf4f320a!8m2!3d-6.3056271!4d106.8936866!16s%2Fg%2F11csq0l6pd!19sChIJSdc5mFztaS4RCjJP3x-uupA,Sejarah & Budaya,Jakarta Timur
Air Mancur Waduk Grogol,4.4,308.0,-6.1579669,106.7936004,https://www.google.com/maps/place/Air+Mancur+Waduk+Grogol/data=!4m7!3m6!1s0x2e69f640144dd7f5:0xd928103c593c08b3!8m2!3d-6.1579669!4d106.7936004!16s%2Fg%2F11ddzhthb9!19sChIJ9ddNFED2aS4Rswg8WTwQKNk,Sejarah & Budaya,Jakarta Barat
Jembatan Kota Intan,4.4,1917.0,-6.1312362,106.8105526,https://www.google.com/maps/place/Jembatan+Kota+Intan/data=!4m7!3m6!1s0x2e6a1df9609fa091:0xebe202d2c666bf21!8m2!3d-6.1312362!4d106.8105526!16s%2Fg%2F11cmh5vrbw!19sChIJkaCfYPkdai4RIb9mxtIC4us,Sejarah & Budaya,Jakarta Selatan
Grand General Dr. A. H. Nasution Memorial Museum,4.8,1232.0,-6.1929612,106.8326645,https://www.google.com/maps/place/Grand+General+Dr.+A.+H.+Nasution+Memorial+Museum/data=!4m7!3m6!1s0x2e69f43c5ee263f3:0x5fc0960b834ecf52!8m2!3d-6.1929612!4d106.8326645!16s%2Fm%2F0cnzlth!19sChIJ82PiXjz0aS4RUs9OgwuWwF8,Sejarah & Budaya,Jakarta Pusat
Museum Pancasila Sakti,4.6,34.0,-6.2910536,106.9073109,https://www.google.com/maps/place/Museum+Pancasila+Sakti/data=!4m7!3m6!1s0x2e69f3d74b523293:0x8cf7fc0276b53f0e!8m2!3d-6.2910536!4d106.9073109!16s%2Fg%2F11vr4f5gh2!19sChIJkzJSS9fzaS4RDj-1dgL894w,Sejarah & Budaya,Jakarta Timur
Grand General Dr. A. H. Nasution Memorial Museum,4.8,1232.0,-6.1929612,106.8326645,https://www.google.com/maps/place/Grand+General+Dr.+A.+H.+Nasution+Memorial+Museum/data=!4m7!3m6!1s0x2e69f43c5ee263f3:0x5fc0960b834ecf52!8m2!3d-6.1929612!4d106.8326645!16s%2Fm%2F0cnzlth!19sChIJ82PiXjz0aS4RUs9OgwuWwF8,Sejarah & Budaya,Jakarta Barat
Grand General Dr. A. H. Nasution Memorial Museum,4.8,1232.0,-6.1929612,106.8326645,https://www.google.com/maps/place/Grand+General+Dr.+A.+H.+Nasution+Memorial+Museum/data=!4m7!3m6!1s0x2e69f43c5ee263f3:0x5fc0960b834ecf52!8m2!3d-6.1929612!4d106.8326645!16s%2Fm%2F0cnzlth!19sChIJ82PiXjz0aS4RUs9OgwuWwF8,Sejarah & Budaya,Jakarta Selatan
Masjid Cut Meutia,4.8,11913.0,-6.1872687,106.8333041,https://www.google.com/maps/place/Masjid+Cut+Meutia/data=!4m7!3m6!1s0x2e69f43a42499683:0x1f8ba3d1a48c4817!8m2!3d-6.1872687!4d106.8333041!16s%2Fm%2F0cnxydh!19sChIJg5ZJQjr0aS4RF0iMpNGjix8,Sejarah & Budaya,Jakarta Pusat
Taman Budaya Tionghoa,4.6,628.0,-6.3039002,106.9029141,https://www.google.com/maps/place/Taman+Budaya+Tionghoa/data=!4m7!3m6!1s0x2e69ed50fc89ac4f:0x32dcbfe374fc7909!8m2!3d-6.3039002!4d106.9029141!16s%2Fg%2F11bw4cs_fd!19sChIJT6yJ_FDtaS4RCXn8dOO_3DI,Sejarah & Budaya,Jakarta Timur
TUGU HARMONI - JAKARTA,4.6,279.0,-6.167496,106.8210906,https://www.google.com/maps/place/TUGU+HARMONI+-+JAKARTA/data=!4m7!3m6!1s0x2e69f5d775260dab:0xed0eddce26971ead!8m2!3d-6.167496!4d106.8210906!16s%2Fg%2F11c5s_ffpx!19sChIJqw0mddf1aS4RrR6XJs7dDu0,Sejarah & Budaya,Jakarta Barat
TUGU HARMONI - JAKARTA,4.6,279.0,-6.167496,106.8210906,https://www.google.com/maps/place/TUGU+HARMONI+-+JAKARTA/data=!4m7!3m6!1s0x2e69f5d775260dab:0xed0eddce26971ead!8m2!3d-6.167496!4d106.8210906!16s%2Fg%2F11c5s_ffpx!19sChIJqw0mddf1aS4RrR6XJs7dDu0,Sejarah & Budaya,Jakarta Selatan
TUGU HARMONI - JAKARTA,4.6,279.0,-6.167496,106.8210906,https://www.google.com/maps/place/TUGU+HARMONI+-+JAKARTA/data=!4m7!3m6!1s0x2e69f5d775260dab:0xed0eddce26971ead!8m2!3d-6.167496!4d106.8210906!16s%2Fg%2F11c5s_ffpx!19sChIJqw0mddf1aS4RrR6XJs7dDu0,Sejarah & Budaya,Jakarta Pusat
Sumur Maut Lubang Buaya,4.8,96.0,-6.2906544,106.9086258,https://www.google.com/maps/place/Sumur+Maut+Lubang+Buaya/data=!4m7!3m6!1s0x2e69f3d4e4c5154f:0xef905b860e1c8665!8m2!3d-6.2906544!4d106.9086258!16s%2Fg%2F11v19r1r31!19sChIJTxXF5NTzaS4RZYYcDoZbkO8,Sejarah & Budaya,Jakarta Timur
Museum Taman Prasasti,4.6,1963.0,-6.172452,106.8197689,https://www.google.com/maps/place/Museum+Taman+Prasasti/data=!4m7!3m6!1s0x2e69f5d5d956ed99:0x90970858c9aba297!8m2!3d-6.172452!4d106.8197689!16s%2Fm%2F0b777jc!19sChIJme1W2dX1aS4Rl6KryVgIl5A,Sejarah & Budaya,Jakarta Barat
Monumen Fidget Spinner,5.0,26.0,-6.2640758,106.7968689,https://www.google.com/maps/place/Monumen+Fidget+Spinner/data=!4m7!3m6!1s0x2e69f1c045b88a75:0x9b88508aa6b24009!8m2!3d-6.2640758!4d106.7968689!16s%2Fg%2F11pdk09cb4!19sChIJdYq4RcDxaS4RCUCypopQiJs,Sejarah & Budaya,Jakarta Selatan
National Gallery of Indonesia,4.7,10696.0,-6.1782951,106.8325683,https://www.google.com/maps/place/National+Gallery+of+Indonesia/data=!4m7!3m6!1s0x2e69f432fb0c95a5:0x5a9cae96473931a8!8m2!3d-6.1782951!4d106.8325683!16s%2Fm%2F0qfpbqv!19sChIJpZUM-zL0aS4RqDE5R5aunFo,Sejarah & Budaya,Jakarta Timur
Museum Taman Prasasti,4.6,1963.0,-6.172452,106.8197689,https://www.google.com/maps/place/Museum+Taman+Prasasti/data=!4m7!3m6!1s0x2e69f5d5d956ed99:0x90970858c9aba297!8m2!3d-6.172452!4d106.8197689!16s%2Fm%2F0b777jc!19sChIJme1W2dX1aS4Rl6KryVgIl5A,Sejarah & Budaya,Jakarta Selatan
